tweet_text,label
"الاردن لا تمتلك اي الخبرات الفنيه في انشاء او صيانة او تشغيل المفاعلات النوويه ! لاردن ليس لديها سوى شهادات دكتوراة في هذا المجال نظرية بحته ! ان انشاء مفاعل نووي يعنى مقامرة كامله بمئات الملاييين و المضحك في الموضوع ان بداية المشروع ستكون انشاء مفاعل تجريبي او تعليمي يتبع لهيئة الطاقة النوويه ! اليس الاجدر بهكذا مفاعل ان يتبع لاحدى الجامعات ؟ علاوة على ان كل هيئة الطاقة تم انشأها ""رضوة"" لفلان وعلنتان ! الاولي يا سادة ان يتم طرح انشاء شركة للتنقيب عن اليورانيوم وبيعه و لتصبح الاردن دولة مصدرة لهذه المادة . امر اخر كثر الحديث مؤخرا عن انه يوجد في الاردن بترول و بكميات على الاقل تكفي استهلكنا المحلي !!",-1.0
اللهم اهدنا فيمن هديت وعافنا فيمن عافيت,1.0
اللهم اعز المسلمين,1.0
  غبي,-1.0
"الحمدلله في خضم تفوق امريكا بمجال الطاقة النووية وسعيها للتخلص من نفط العرب , واستخدامها الطاقة النووية في الفضاء : نحن نجمع التواقيع لرفضها :))",-1.0
خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب,-1.0
قل لي من تصاحب أقول لك من أنت,1.0
اللة لا يشبعكو يا حرامية,-1.0
هل تعلم ان المطر يتشكل اولا على هيئة بلورات ثلج داخل الغيوم و يتحول الى قطرات ماء بعد ذوبانه و هو في طريقه الى اليابسة.,1.0
حبل الجذب اكصي,1.0
اغبياء,-1.0
الله ياريت يبقى فى اخلاق كدة فى الوقت دة,1.0
 الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات ,-1.0
 العجوز هذا والرجال إلي بجنبه بله وأغبياء وأنهم يثبطون الواحد,-1.0
لنفترض جدلا ان لا اضرار صحية و بيئية سينتج عن بناء مفاعلات نووية سلمية ، دعونا نفكر في الكلفة من حيث اولا: كلفة بناء عالية جدا لعدم امتلاكنا لهذه التكنولوجيا على شكل ديون تثفل كاهل العشر اجيال القادمة، ثانيا: لنفس السبب سنستورد خبراء للتشغيل لسنوات طويلة مما يزيد كلفة الطاقة وليس العكس ناهيك عن حصول اي اخطاء مفترضة مستقبلا ثالثا: اين هو المكان البعيد عن المدن في الاردن واين مصدر المياه الكافية للتبريد رابعا:من حق المواطنين واصحاب القرار الحصول على تقرير منشور للاثر البيئي مسبقا. بنفس الوقت نستطيع الحصول على نفس كمية الطاقة من الصخر الزيتي الذي نمتلك منه احتياطي هائل ومن الغاز الطبيعي المؤمل مستقبلا ومن الطاقة الشمسية ومن طاقة الرياح بكلف نسبيا اقل بكثير من النووي دون اعباء ديون اضافية.,-1.0
ما شاء الله على هلتفائل الي عنده,1.0
 صوتك وحش,-1.0
يا صاحب الفرج ,1.0
ربنا يصلح حالنا,1.0
وعجلت اليك ربي لترضى,1.0
صباحكم سعاده,1.0
وش يحسون فيه﻿ يع,-1.0
صحيح,1.0
ان شاء الله هنكمل مشوار النجاح,
انشاء الله هنعمل حاجه,1.0
رضيت بالله ربا وبالاسلام دينا وبمحمد صلى الله عليه وسلم نبيا ورسولا,1.0
حكي جرايد,-1.0
لو نريد الخشوع حقا نطلق الدنيا,1.0
اتمنى ان يواسينا العرب بمصابنا ,1.0
بتمنى لو ان تقوم بعثة للدعاة من مصر و تزور جميع البلاد و تعرفهم و تشرح ما هو الدين الاسلامي و تنشر بحق فى كل مكان,1.0
أجمل شيء مخافة الله تعالى,1.0
 ليش تتضحكو مش حللللوو,-1.0
 تضحك كانها مفجوعه من شيئ,-1.0
" رعاش,, ضغط وفي مثل هاته الحالات ممكن حتى يغمى عليها ",-1.0
صباحك خير يا دكتور سلمان,1.0
الحمد لله على نعمة الإسلام,1.0
اللهم اجعل لنا ايمانا صادقا و قلبا خاشعا و علما نافعا,1.0
  أخ يا بطني عورني من الضحكككك ,-1.0
 فيروسات بشرية,-1.0
لأن بالفعل في شي,1.0
بسمة امل حلوة ,1.0
 عاهات ,-1.0
سلمت ... و سلمت يداك ... انها الاخلاق الكريمة التي علمنا اياها رسولنا الاعظم صلوات الله و سلامه عليه ... و اننا انشاء الله سنفعل ما بوسعنا حتى نرسم صورة راقية و جميلة عن ديننا و اخلاقنا .. و الله المستعان,1.0
شو هاض المنشور الوسخ ,-1.0
الحمد لله كلما ارى ناس اسلموا تعم الفرحة في قلبي,1.0
نا بدي نموذج لسبونج بوب ههههههههههههههههه,-1.0
اصلي يروح الهم ينشرح صدري ب الصلاة,1.0
 ايه الهبل دا,-1.0
هادي الاخوة الصادقة,1.0
لا ربنا يرحمنا برحمته,1.0
 اصواتهم مع التوتر خربت,-1.0
ليت كل ايام السنة رمضان,1.0
اللهم انصر الإسلام وأعز المسلمين,1.0
عاهات ,-1.0
 لانهم يمكن يكونو قاهرينك ,-1.0
شو يعني بدك ايانا نحكي من وراكي مش حلوة ,-1.0
الله لا يرفعه من مكانه اللي برفع الاسعار,-1.0
 مساكين ها البشر ,-1.0
الثقة باللة ثم النفس ويارب اجعلنا من يغير الناس الي ما ترضية,
امشي عدل يحتار عدوك فيك,1.0
 لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزة اللهواني من الاردن,-1.0
 دلوع,-1.0
"""تؤلمني باسم الحب",-1.0
ا عيني ع الصحبة بس اكيد وراها مصلحة,-1.0
حماك الله من النكد,1.0
انا اردني و بقول الشعب بيستاهل غلا اكثر من هيك,-1.0
دعاء جميل ماشاء الله,1.0
الماء اساس الحياه,1.0
أفعال لا تحتاج إلى أقوال,1.0
مش حلو,-1.0
اللهم أرزقنا فعل الخيرات وترك المنكرات,1.0
 رح مت ,-1.0
دائماً تبعث النشاط  و الحيوية في النفوس مع  كل  صباح اسعد  الله  صباحك,1.0
عيش زي ما بدك و ما ترد على حدا ابدا,1.0
 على فكره المعلقين هدول ولاد حرام,-1.0
أوروبا كلها تريد التخلص من النووي و تحاول استثمار الطاقه الشمسية و ما عندهم شمس قد ربعنا و احنا بدنا نأخذ الي راحت موضته وولى زمانه من كثر إخلاص القائمين على مصلحة الوطن يا حسره,-1.0
صباحك نور,1.0
يا رب يتقبل منا و الله العقل مو فاضي و القلب مكسور,1.0
فعلا في البداية كلهم رائعون,1.0
,-1.0
نعم,1.0
 ضيعت 7 دقايق من عمري بمشاهدة ازنخ و اتفه شخص بالحياة الا و هو اللي بالنص و لا حتى بعرف اسمه,-1.0
ما احسنهم الله يكون معهم,1.0
 العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر ,-1.0
بلا قرف,-1.0
انا مش مسؤول عن الحرامية يتفنجرو بمصاري البلد و انا اشحد,-1.0
أللهم ارضنا بما قسمته لنا,1.0
 هبله,-1.0
اللهم إني أستغفرك من كل الذنوب والمعاصي وأتوب إليك,1.0
اللهم وفقنا لما تحب و ترضى يا رب,1.0
الحمد لله اصبح على وجهك المشرق كل يوم,1.0
 ما بتحبو حد ,-1.0
انا بحبك في لله,1.0
والله انك ما زلية يا شيخ اكيد مدفوعله من تحت ل تحت,-1.0
ان الجميل اذا اخفيته ظهرا,1.0
 تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج,-1.0
اللهم كما حسنت خَلقنا حَسن أَخلاقِنا ,1.0
قال رسولنا الكريم: مثل المؤمنين في توادهم وتراحمهم كالجسد الواحد اذا اشتكى منه عضو تداعى لسائر الجسد بالسهر والحمى,1.0
ما ارحمك يا ربى بخلقك سبحانك يا حبيبى يا الله,1.0
أحيانا يكون الفشل دافع للنجاح,1.0
واحد واطي ,-1.0
كلمات رائعه و حلوه و لا احلى ان يكونو في النهايه رائعون,1.0
 معك حق,1.0
كنت أخادع الحيـاة لكي أعيش كما أريد .. لكن الحياة خدعتني و عشت كما هي تريد,1.0
 اقرفني والله,-1.0
كلام بليغ اللهم أرزقنا الزوج الصالح من يعرف معني رفقا بالقوارير,1.0
مسخره,-1.0
الله اكبر على كل ظالم,-1.0
و الله انت حبيبي ,1.0
استعينوا بالله يا مسلمين,1.0
ما في أحلى من التفائل الواحد بعيش مرتاح,1.0
ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك,-1.0
هاي نتيجة انه ينحط انسان .... في موقع مسؤوليه,-1.0
ياحيوان ماشي ريال مدريد,-1.0
اذا الخبر صحيح انا اول شخص بطالب بالهجرة لاي دولة خليجية او اوروبية او حتى اسرائيل,-1.0
 يا ريتك ما كبرت ,-1.0
ربنا يقويكى على اخد القرار الصح واحسنى الظن بالله وتوكلى عليه وربنا يقويكى على ضعفك ياااااااااارب ويعدك عن الغلط ده,1.0
 مين معو دوا للصراصير جد لازمهم رش مبيد حشري للقضاء على هيك حالات متخلفة ,-1.0
صباحكم سعادة وعبادة مقبولة ان شاء الله,1.0
 مسخره والله,-1.0
حسبنا الله و نعم الوكيل فيكم و في مجلس النواب الحالي و الذي لا يمثل الشعب الاردني فهم غير سأئلين عن الشعب يبحثون عن مناصب وزاريه و رواتب خياليه بينما المواطن الاردني طفح الكيل معه و اصبح لا يطيق الحياه ,-1.0
اووخص وش هالمناشف *&^,-1.0
يا من شق البحر لموسى حتى خرج,1.0
حلو,1.0
يلعن ابوك ,-1.0
كرامتى اولى,1.0
 قمة التخلف البشري الله يشفيهم,-1.0
إلى إعتصام مفتوح (ميدان تحرير ) للتخلص من قوى الفساد و الإفساد,-1.0
جامدة جد,1.0
سبحان الله مواقف لها معنى و قيمة و فعلا تعلم ما شاء الله .. ,1.0
 والله صحيح,1.0
 ؟ سخافة الشاميين ابدا ما ينفع لهم الكوميديا,-1.0
 مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن,-1.0
